Source,Target,Type,Id,Label,timeset,Weight,rating
3881,3735,Directed,1898,,,1,1
2495,3974,Directed,1899,,,1,1
3974,2495,Directed,1900,,,1,1
585,3975,Directed,1901,,,1,1
3987,3598,Directed,1902,,,1,1
361,3996,Directed,1903,,,1,1
3996,361,Directed,1904,,,1,1
3660,3996,Directed,1905,,,1,0.8
3571,3748,Directed,1906,,,1,0.9
3917,4007,Directed,1907,,,1,1
3397,1363,Directed,1908,,,1,1
3972,2079,Directed,1909,,,1,1
3500,3781,Directed,1910,,,1,1
3828,2642,Directed,1911,,,1,1
4029,2642,Directed,1912,,,1,1
4030,3168,Directed,1913,,,1,1
3500,4035,Directed,1914,,,1,1
3500,3655,Directed,1915,,,1,1
4015,3990,Directed,1916,,,1,1
4047,3735,Directed,1917,,,1,1
4047,2642,Directed,1918,,,1,1
4052,3735,Directed,1919,,,1,1
4054,3735,Directed,1920,,,1,1
4059,3735,Directed,1921,,,1,0.8
3414,3738,Directed,1922,,,1,1
3211,4080,Directed,1923,,,1,0.8
113,25,Directed,1924,,,1,1
3547,3445,Directed,1925,,,1,1
2897,3488,Directed,1926,,,1,1
3488,2897,Directed,1927,,,1,1
4112,3018,Directed,1928,,,1,1
4121,3735,Directed,1929,,,1,1
2388,1363,Directed,1930,,,1,0.9
4136,3724,Directed,1931,,,1,1
4136,4036,Directed,1932,,,1,1
1201,4144,Directed,1933,,,1,0.9
4144,1201,Directed,1934,,,1,0.9
4141,2647,Directed,1935,,,1,0.9
4150,2188,Directed,1936,,,1,1
4164,2284,Directed,1937,,,1,0.8
4168,3735,Directed,1938,,,1,1
905,1316,Directed,1939,,,1,1
3642,1810,Directed,1940,,,1,1
2296,1810,Directed,1941,,,1,1
2625,3219,Directed,1942,,,1,1
3219,2625,Directed,1943,,,1,1
2763,2127,Directed,1944,,,1,1
2897,2110,Directed,1945,,,1,1
3539,4075,Directed,1946,,,1,1
4163,1689,Directed,1947,,,1,1
1316,1396,Directed,1948,,,1,0.8
2344,2266,Directed,1949,,,1,1
4205,3982,Directed,1950,,,1,1
4181,4198,Directed,1951,,,1,1
4198,4181,Directed,1952,,,1,1
3056,2642,Directed,1953,,,1,1
4212,3735,Directed,1954,,,1,1
4219,3735,Directed,1955,,,1,1
2512,13,Directed,1956,,,1,1
4038,3642,Directed,1957,,,1,1
4226,3642,Directed,1958,,,1,1
1719,905,Directed,1959,,,1,0.8
1719,2198,Directed,1960,,,1,1
4237,4217,Directed,1961,,,1,1
1201,4238,Directed,1962,,,1,0.8
4240,3642,Directed,1963,,,1,0.8
4245,3813,Directed,1964,,,1,0.9
4098,3898,Directed,1965,,,1,1
4163,3545,Directed,1966,,,1,0.9
4163,395,Directed,1967,,,1,1
2167,4257,Directed,1968,,,1,1
1217,39,Directed,1969,,,1,0.8
3527,4261,Directed,1970,,,1,1
4261,3527,Directed,1971,,,1,1
4257,2167,Directed,1972,,,1,1
3982,4205,Directed,1973,,,1,1
905,304,Directed,1974,,,1,1
4098,3723,Directed,1975,,,1,1
3723,4098,Directed,1976,,,1,1
2942,2125,Directed,1977,,,1,1
3214,2165,Directed,1978,,,1,1
3018,2635,Directed,1979,,,1,1
4136,3735,Directed,1980,,,1,1
3816,2404,Directed,1981,,,1,0.8
4238,2167,Directed,1982,,,1,1
4163,2142,Directed,1983,,,1,1
4163,230,Directed,1984,,,1,1
1018,3219,Directed,1985,,,1,0.9
3887,2642,Directed,1986,,,1,0.8
3214,3219,Directed,1987,,,1,0.9
3219,3214,Directed,1988,,,1,0.8
3397,1098,Directed,1989,,,1,1
4238,4348,Directed,1990,,,1,0.8
3489,35,Directed,1991,,,1,1
3490,4354,Directed,1992,,,1,1
4238,4356,Directed,1993,,,1,0.8
4354,3490,Directed,1994,,,1,1
3699,4235,Directed,1995,,,1,0.9
4172,2125,Directed,1996,,,1,0.8
4367,2777,Directed,1997,,,1,1
4369,1947,Directed,1998,,,1,0.8
905,1529,Directed,1999,,,1,1
2063,2642,Directed,2000,,,1,0.8
4354,4393,Directed,2001,,,1,1
4395,4396,Directed,2002,,,1,0.8
4396,4395,Directed,2003,,,1,1
280,3815,Directed,2004,,,1,0.8
3490,4393,Directed,2005,,,1,1
3815,280,Directed,2006,,,1,1
1810,1765,Directed,2007,,,1,0.8
2167,4172,Directed,2008,,,1,1
4107,2635,Directed,2009,,,1,1
342,25,Directed,2010,,,1,1
4322,3129,Directed,2011,,,1,1
4421,2296,Directed,2012,,,1,1
3161,135,Directed,2013,,,1,1
4353,546,Directed,2014,,,1,1
4304,135,Directed,2015,,,1,1
3445,2127,Directed,2016,,,1,0.8
3704,2942,Directed,2017,,,1,1
4499,4400,Directed,2018,,,1,1
2296,4119,Directed,2019,,,1,0.8
2388,3025,Directed,2020,,,1,1
2942,4515,Directed,2021,,,1,1
2642,4172,Directed,2022,,,1,0.8
3744,3408,Directed,2023,,,1,1
4531,4522,Directed,2024,,,1,1
4531,4197,Directed,2025,,,1,1
4531,3837,Directed,2026,,,1,1
3018,2647,Directed,2027,,,1,1
2647,3018,Directed,2028,,,1,1
4549,3642,Directed,2029,,,1,1
363,1018,Directed,2030,,,1,0.8
3487,2661,Directed,2031,,,1,1
1403,4546,Directed,2032,,,1,1
4217,3976,Directed,2033,,,1,1
3756,1318,Directed,2034,,,1,1
1334,2822,Directed,2035,,,1,1
4590,3719,Directed,2036,,,1,0.9
4590,3744,Directed,2037,,,1,0.9
4590,2498,Directed,2038,,,1,1
4590,1771,Directed,2039,,,1,1
4594,3642,Directed,2040,,,1,1
3237,4197,Directed,2041,,,1,1
4515,2942,Directed,2042,,,1,1
4631,2942,Directed,2043,,,1,0.8
363,4639,Directed,2044,,,1,1
4639,363,Directed,2045,,,1,1
4609,3837,Directed,2046,,,1,1
4531,4654,Directed,2047,,,1,1
4664,4646,Directed,2048,,,1,1
4664,4662,Directed,2049,,,1,1
4664,4663,Directed,2050,,,1,1
4654,4661,Directed,2051,,,1,1
4531,4661,Directed,2052,,,1,1
4531,4666,Directed,2053,,,1,1
4546,481,Directed,2054,,,1,1
4591,481,Directed,2055,,,1,1
4654,4667,Directed,2056,,,1,1
3642,481,Directed,2057,,,1,1
4654,4668,Directed,2058,,,1,1
4668,4669,Directed,2059,,,1,1
4107,2045,Directed,2060,,,1,1
4107,4172,Directed,2061,,,1,1
4172,4107,Directed,2062,,,1,1
4579,4604,Directed,2063,,,1,0.8
4291,3649,Directed,2064,,,1,0.8
4668,4707,Directed,2065,,,1,1
4661,4707,Directed,2066,,,1,1
3465,1810,Directed,2067,,,1,1
2313,2377,Directed,2068,,,1,1
2313,2347,Directed,2069,,,1,1
2313,988,Directed,2070,,,1,1
4681,4733,Directed,2071,,,1,1
4680,4733,Directed,2072,,,1,1
4661,4733,Directed,2073,,,1,1
4729,4569,Directed,2074,,,1,1
4729,1334,Directed,2075,,,1,1
4458,4735,Directed,2076,,,1,1
4659,1334,Directed,2077,,,1,1
4458,4635,Directed,2078,,,1,1
4573,25,Directed,2079,,,1,1
4291,4172,Directed,2080,,,1,0.8
3504,35,Directed,2081,,,1,1
4521,4482,Directed,2082,,,1,1
4107,3527,Directed,2083,,,1,1
3527,4107,Directed,2084,,,1,0.8
3649,4291,Directed,2085,,,1,0.8
905,4172,Directed,2086,,,1,1
4308,3129,Directed,2087,,,1,1
4791,3957,Directed,2088,,,1,1
2165,25,Directed,2089,,,1,1
4698,4635,Directed,2090,,,1,0.9
4806,4611,Directed,2091,,,1,1
1334,4659,Directed,2092,,,1,1
4400,4172,Directed,2093,,,1,1
500,4823,Directed,2094,,,1,1
500,4824,Directed,2095,,,1,1
4824,500,Directed,2096,,,1,1
4824,4823,Directed,2097,,,1,1
4824,1191,Directed,2098,,,1,1
4524,2642,Directed,2099,,,1,0.8
4694,1334,Directed,2100,,,1,1
4499,4635,Directed,2101,,,1,1
4301,4855,Directed,2102,,,1,1
4615,3404,Directed,2103,,,1,0.8
3837,25,Directed,2104,,,1,1
1555,4172,Directed,2105,,,1,1
4172,1555,Directed,2106,,,1,0.8
905,3719,Directed,2107,,,1,1
2647,4172,Directed,2108,,,1,1
2313,2305,Directed,2109,,,1,1
2305,2313,Directed,2110,,,1,1
4900,4899,Directed,2111,,,1,0.8
3875,4197,Directed,2112,,,1,0.9
4918,1018,Directed,2113,,,1,1
353,4172,Directed,2114,,,1,0.9
4415,4559,Directed,2115,,,1,0.9
4828,4559,Directed,2116,,,1,1
3161,1018,Directed,2117,,,1,0.8
1334,3719,Directed,2118,,,1,0.8
4281,4172,Directed,2119,,,1,1
4266,2635,Directed,2120,,,1,1
4172,2642,Directed,2121,,,1,0.8
1201,57,Directed,2122,,,1,0.8
3389,2642,Directed,2123,,,1,0.9
2642,3389,Directed,2124,,,1,0.9
1334,1832,Directed,2125,,,1,0.9
4291,2498,Directed,2126,,,1,1
905,3897,Directed,2127,,,1,1
3746,25,Directed,2128,,,1,1
2642,3630,Directed,2129,,,1,0.8
5015,4988,Directed,2130,,,1,1
3630,2642,Directed,2131,,,1,1
4,5014,Directed,2132,,,1,0.8
5014,4,Directed,2133,,,1,0.8
2388,35,Directed,2134,,,1,0.9
3725,4918,Directed,2135,,,1,1
4612,35,Directed,2136,,,1,1
4918,3725,Directed,2137,,,1,1
547,5030,Directed,2138,,,1,1
5030,547,Directed,2139,,,1,1
5029,5032,Directed,2140,,,1,1
5032,5029,Directed,2141,,,1,0.8
5027,5028,Directed,2142,,,1,1
1394,5029,Directed,2143,,,1,1
4592,25,Directed,2144,,,1,1
5036,5013,Directed,2145,,,1,1
3278,1810,Directed,2146,,,1,0.9
4172,4291,Directed,2147,,,1,0.8
5096,5086,Directed,2148,,,1,1
1334,361,Directed,2149,,,1,1
4611,4833,Directed,2150,,,1,0.9
5046,5132,Directed,2151,,,1,1
5132,5046,Directed,2152,,,1,1
5129,5080,Directed,2153,,,1,1
3278,57,Directed,2154,,,1,0.9
5025,25,Directed,2155,,,1,1
3429,3649,Directed,2156,,,1,1
3598,57,Directed,2157,,,1,1
4291,5162,Directed,2158,,,1,1
3504,3837,Directed,2159,,,1,1
3504,5163,Directed,2160,,,1,1
5163,3504,Directed,2161,,,1,1
5193,5200,Directed,2162,,,1,1
5200,5201,Directed,2163,,,1,1
5201,5202,Directed,2164,,,1,1
5202,5203,Directed,2165,,,1,1
5193,5204,Directed,2166,,,1,1
5212,4172,Directed,2167,,,1,1
5234,3452,Directed,2168,,,1,1
5235,5237,Directed,2169,,,1,1
5237,5239,Directed,2170,,,1,1
5239,5237,Directed,2171,,,1,1
5239,5240,Directed,2172,,,1,1
4304,4172,Directed,2173,,,1,1
2934,4172,Directed,2174,,,1,0.8
3837,3897,Directed,2175,,,1,1
4833,4694,Directed,2176,,,1,0.8
4320,4884,Directed,2177,,,1,0.8
3714,5284,Directed,2178,,,1,1
5284,3714,Directed,2179,,,1,1
988,2377,Directed,2180,,,1,1
3099,5297,Directed,2181,,,1,0.8
3719,5299,Directed,2182,,,1,1
3219,1018,Directed,2183,,,1,0.9
1719,1656,Directed,2184,,,1,1
4833,4611,Directed,2185,,,1,0.9
5221,1185,Directed,2186,,,1,1
4365,192,Directed,2187,,,1,1
3572,1690,Directed,2188,,,1,1
5399,3707,Directed,2189,,,1,1
1953,5404,Directed,2190,,,1,1
3897,905,Directed,2191,,,1,1
5420,5415,Directed,2192,,,1,0.8
5422,215,Directed,2193,,,1,0.8
1396,1,Directed,2194,,,1,0.8
5212,3630,Directed,2195,,,1,1
3630,5212,Directed,2196,,,1,1
4753,5438,Directed,2197,,,1,1
5438,4753,Directed,2198,,,1,1
4812,5384,Directed,2199,,,1,1
5441,5384,Directed,2200,,,1,1
5442,4291,Directed,2201,,,1,0.8
5353,4172,Directed,2202,,,1,1
1,1615,Directed,2203,,,1,0.9
1615,1,Directed,2204,,,1,0.9
4205,5458,Directed,2205,,,1,1
5458,4205,Directed,2206,,,1,1
5458,3982,Directed,2207,,,1,1
1437,35,Directed,2208,,,1,1
3897,4291,Directed,2209,,,1,1
4291,3897,Directed,2210,,,1,1
4320,5259,Directed,2211,,,1,0.9
5259,4320,Directed,2212,,,1,0.9
3982,5458,Directed,2213,,,1,1
5413,5464,Directed,2214,,,1,0.9
5403,4611,Directed,2215,,,1,0.8
5489,5476,Directed,2216,,,1,1
5404,1953,Directed,2217,,,1,1
1810,3897,Directed,2218,,,1,0.8
2870,5522,Directed,2219,,,1,1
5522,2870,Directed,2220,,,1,1
5480,3828,Directed,2221,,,1,1
4899,5472,Directed,2222,,,1,1
5472,4899,Directed,2223,,,1,1
5549,5521,Directed,2224,,,1,1
4899,5473,Directed,2225,,,1,1
4519,5551,Directed,2226,,,1,1
3897,3630,Directed,2227,,,1,0.9
5560,3897,Directed,2228,,,1,1
5492,5568,Directed,2229,,,1,1
5568,5492,Directed,2230,,,1,1
1731,1334,Directed,2231,,,1,0.8
5524,1,Directed,2232,,,1,1
5524,1953,Directed,2233,,,1,1
1018,57,Directed,2234,,,1,0.8
57,1018,Directed,2235,,,1,0.8
4499,4649,Directed,2236,,,1,0.8
5615,4925,Directed,2237,,,1,0.8
5590,5618,Directed,2238,,,1,1
5618,5590,Directed,2239,,,1,1
5590,5619,Directed,2240,,,1,1
5618,5619,Directed,2241,,,1,1
5619,5590,Directed,2242,,,1,1
5619,5618,Directed,2243,,,1,1
5614,256,Directed,2244,,,1,0.8
4515,5622,Directed,2245,,,1,1
3470,5623,Directed,2246,,,1,0.8
5609,4649,Directed,2247,,,1,0.9
5598,4291,Directed,2248,,,1,1
4649,4499,Directed,2249,,,1,0.8
3470,5602,Directed,2250,,,1,0.8
5636,1,Directed,2251,,,1,1
5655,4197,Directed,2252,,,1,1
3470,5661,Directed,2253,,,1,0.8
2165,1752,Directed,2254,,,1,1
5433,35,Directed,2255,,,1,0.8
5717,35,Directed,2256,,,1,1
5655,5720,Directed,2257,,,1,1
4921,1,Directed,2258,,,1,1
5719,5729,Directed,2259,,,1,1
5730,5729,Directed,2260,,,1,1
5731,5729,Directed,2261,,,1,1
5732,5729,Directed,2262,,,1,1
5309,4649,Directed,2263,,,1,1
2942,1018,Directed,2264,,,1,1
5227,5712,Directed,2265,,,1,1
5759,5761,Directed,2266,,,1,1
5761,5759,Directed,2267,,,1,1
3470,5762,Directed,2268,,,1,0.8
5762,3470,Directed,2269,,,1,0.8
5762,5623,Directed,2270,,,1,0.8
5763,5788,Directed,2271,,,1,0.8
5788,5763,Directed,2272,,,1,0.8
1967,5790,Directed,2273,,,1,0.9
5791,5612,Directed,2274,,,1,1
5649,5798,Directed,2275,,,1,0.8
5798,5649,Directed,2276,,,1,0.8
3707,5506,Directed,2277,,,1,1
5806,5606,Directed,2278,,,1,0.8
5806,5602,Directed,2279,,,1,0.8
3470,5806,Directed,2280,,,1,0.8
4921,5824,Directed,2281,,,1,1
3829,5826,Directed,2282,,,1,1
5655,1953,Directed,2283,,,1,0.9
1953,4172,Directed,2284,,,1,0.8
5648,3986,Directed,2285,,,1,0.8
3649,3429,Directed,2286,,,1,0.8
3903,1352,Directed,2287,,,1,1
5862,5859,Directed,2288,,,1,1
215,5422,Directed,2289,,,1,0.8
4553,4291,Directed,2290,,,1,0.8
5507,5896,Directed,2291,,,1,1
5896,5507,Directed,2292,,,1,1
5899,5439,Directed,2293,,,1,1
5890,35,Directed,2294,,,1,0.8
5411,4649,Directed,2295,,,1,1
2,5929,Directed,2296,,,1,0.8
4649,5411,Directed,2297,,,1,1
1819,1810,Directed,2298,,,1,0.9
3345,4649,Directed,2299,,,1,0.8
5955,5958,Directed,2300,,,1,1
5958,5955,Directed,2301,,,1,1
4163,2067,Directed,2302,,,1,1
3903,1810,Directed,2303,,,1,1
5963,2045,Directed,2304,,,1,1
2073,5971,Directed,2305,,,1,1
5971,5960,Directed,2306,,,1,1
1565,57,Directed,2307,,,1,0.8
3804,2388,Directed,2308,,,1,1
4004,5845,Directed,2309,,,1,1
5956,5227,Directed,2310,,,1,0.8
5999,3878,Directed,2311,,,1,0.8
2045,33,Directed,2312,,,1,0.9
33,2045,Directed,2313,,,1,0.9
3714,481,Directed,2314,,,1,1
